lo2_hz,lo2_ghz,severity_rank,if1_hz,if1_mhz,worst_tone_freq_hz,worst_tone_freq_ghz,worst_tone_level_dbc,margin_to_spec_db,coincident,coincident_with_carrier_bin,has_unknown_contributors,unknown_contributors_count,unknown_combining_mode,spur_type,spur_type_raw,top_origin,top_stage_path,top_dataset_id,top_kind,top_expression,top_m,top_n,top_sign,top_dbc,top_lineage_row_indices
23000000000.0,23.0,1,2360000000.0,2360.0,29380000000.0,29.38,-55.4511050064459,-4.5488949935541,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-55.4511050064459,757
23000000000.0,23.0,74,1820000000.0,1820.0,30460000000.0,30.46,-61.38876158442389,1.3887615844238894,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.38876158442389,474
23000000000.0,23.0,75,2040000000.0,2040.0,30020000000.0,30.02,-61.449963455693165,1.4499634556931653,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.449963455693165,"579,586"
23000000000.0,23.0,76,1660000000.0,1660.0,30780000000.0,30.78,-61.50382090479919,1.5038209047991913,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.50382090479919,"382,391"
23000000000.0,23.0,77,1750000000.0,1750.0,30600000000.0,30.6,-61.5129079257774,1.512907925777398,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.5129079257774,"435,443"
23000000000.0,23.0,78,1870000000.0,1870.0,30360000000.0,30.36,-61.657736736301196,1.657736736301196,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.657736736301196,"495,502"
23000000000.0,23.0,79,1490000000.0,1490.0,31120000000.0,31.12,-61.67402240457101,1.6740224045710121,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.67402240457101,296
23000000000.0,23.0,80,1600000000.0,1600.0,30900000000.0,30.9,-61.74043794748763,1.740437947487628,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.74043794748763,"350,358"
23000000000.0,23.0,81,1740000000.0,1740.0,30620000000.0,30.62,-61.76893159695176,1.7689315969517594,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.76893159695176,"427,435"
23000000000.0,23.0,82,1650000000.0,1650.0,30800000000.0,30.8,-61.83364228066775,1.8336422806677533,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.83364228066775,"374,382"
23000000000.0,23.0,83,1680000000.0,1680.0,30740000000.0,30.74,-61.90281554770378,1.9028155477037814,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.90281554770378,"391,400"
23000000000.0,23.0,84,1520000000.0,1520.0,31060000000.0,31.06,-61.90551536393889,1.905515363938889,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.90551536393889,312
23000000000.0,23.0,85,1640000000.0,1640.0,30820000000.0,30.82,-61.95258933738438,1.9525893373843815,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.95258933738438,374
23000000000.0,23.0,86,1880000000.0,1880.0,30340000000.0,30.34,-62.02039545831981,2.020395458319811,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-62.02039545831982,502
23000000000.0,23.0,87,1700000000.0,1700.0,30700000000.0,30.7,-62.31459135317039,2.3145913531703926,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-62.31459135317039,409
23000000000.0,23.0,88,1690000000.0,1690.0,30720000000.0,30.72,-62.359904637698016,2.3599046376980155,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-62.359904637698016,"400,409"
23000000000.0,23.0,89,1560000000.0,1560.0,30980000000.0,30.98,-62.72960631714063,2.729606317140629,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-62.72960631714063,"327,335"
23000000000.0,23.0,90,1550000000.0,1550.0,31000000000.0,31.0,-63.09575271476728,3.095752714767279,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-63.09575271476728,327
23000000000.0,23.0,91,1530000000.0,1530.0,31040000000.0,31.04,-63.16579326829369,3.1657932682936902,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-63.16579326829369,"312,319"
23000000000.0,23.0,92,1800000000.0,1800.0,30500000000.0,30.5,-63.26311986521606,3.263119865216062,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-63.26311986521606,"459,467"
23000000000.0,23.0,93,1810000000.0,1810.0,30480000000.0,30.48,-63.44157843728424,3.4415784372842424,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-63.44157843728424,"467,474"
23000000000.0,23.0,94,1540000000.0,1540.0,31020000000.0,31.02,-63.54645566133431,3.5464556613343134,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-63.54645566133431,"319,327"
23000000000.0,23.0,95,1570000000.0,1570.0,30960000000.0,30.96,-63.69677267147652,3.6967726714765234,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-63.69677267147652,"335,343"
23000000000.0,23.0,96,1590000000.0,1590.0,30920000000.0,30.92,-63.76964307291392,3.7696430729139223,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-63.76964307291392,"343,350"
23000000000.0,23.0,97,1480000000.0,1480.0,31140000000.0,31.14,-64.2169604947524,4.216960494752399,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-64.2169604947524,"288,296"
23000000000.0,23.0,98,1580000000.0,1580.0,30940000000.0,30.94,-66.08645806647664,6.086458066476638,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-66.08645806647664,343
23000000000.0,23.0,99,1470000000.0,1470.0,31160000000.0,31.16,-66.96069999114378,6.960699991143784,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-66.96069999114378,"280,288"
23000000000.0,23.0,100,1240000000.0,1240.0,31030000000.0,31.03,-67.55528038197085,7.555280381970846,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-67.55528038197085,"160,168"
23000000000.0,23.0,101,1230000000.0,1230.0,31010000000.0,31.01,-67.64753552100963,7.64753552100963,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-67.64753552100963,"153,160"
23000000000.0,23.0,102,1430000000.0,1430.0,31240000000.0,31.24,-68.28101420101235,8.281014201012354,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-68.28101420101235,264
23000000000.0,23.0,103,1250000000.0,1250.0,31050000000.0,31.05,-68.61321056030211,8.613210560302107,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-68.61321056030211,168
23000000000.0,23.0,104,1420000000.0,1420.0,31260000000.0,31.26,-68.73655993595739,8.736559935957388,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-68.73655993595739,"256,264"
23000000000.0,23.0,105,1220000000.0,1220.0,30990000000.0,30.99,-68.90467287807853,8.904672878078529,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-68.90467287807853,153
23000000000.0,23.0,106,1440000000.0,1440.0,31220000000.0,31.22,-68.98465053544687,8.984650535446875,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-68.98465053544687,"264,272"
23000000000.0,23.0,107,1150000000.0,1150.0,30850000000.0,30.85,-69.26943769317823,9.269437693178233,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.26943769317823,"112,121"
23000000000.0,23.0,108,1160000000.0,1160.0,30870000000.0,30.87,-69.27429486579834,9.274294865798339,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.27429486579834,121
23000000000.0,23.0,109,1060000000.0,1060.0,30670000000.0,30.67,-69.28039491257219,9.280394912572191,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.28039491257219,"57,66"
23000000000.0,23.0,110,1110000000.0,1110.0,30770000000.0,30.77,-69.33620914381775,9.336209143817754,True,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.5432431177583,"84,94"
23000000000.0,23.0,111,1140000000.0,1140.0,30830000000.0,30.83,-69.472573191397,9.472573191397004,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.472573191397,"103,112"
23000000000.0,23.0,112,1460000000.0,1460.0,31180000000.0,31.18,-69.4910916380855,9.491091638085507,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-69.4910916380855,280
23000000000.0,23.0,113,1170000000.0,1170.0,30890000000.0,30.89,-69.54535090941225,9.54535090941225,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.54535090941225,"121,129"
23000000000.0,23.0,114,1120000000.0,1120.0,30790000000.0,30.79,-69.56951379394677,9.569513793946768,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.56951379394677,"94,103"
23000000000.0,23.0,115,1100000000.0,1100.0,30750000000.0,30.75,-69.77478674839166,9.774786748391662,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.77478674839166,84
23000000000.0,23.0,116,1260000000.0,1260.0,31070000000.0,31.07,-69.81393417653342,9.813934176533422,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.81393417653342,"168,176"
23000000000.0,23.0,117,1210000000.0,1210.0,30970000000.0,30.97,-69.84616937871454,9.846169378714535,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.84616937871454,"145,153"
23000000000.0,23.0,118,1050000000.0,1050.0,30650000000.0,30.65,-69.8547452939606,9.854745293960605,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.8547452939606,"49,57"
23000000000.0,23.0,119,1130000000.0,1130.0,30810000000.0,30.81,-69.85950037224434,9.85950037224434,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.85950037224434,103
23000000000.0,23.0,120,1410000000.0,1410.0,31280000000.0,31.28,-69.8626292157472,9.862629215747205,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-69.8626292157472,"248,256"
23000000000.0,23.0,121,1180000000.0,1180.0,30910000000.0,30.91,-69.91455309329993,9.91455309329993,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-69.91455309329993,"129,137"
23000000000.0,23.0,122,1450000000.0,1450.0,31200000000.0,31.2,-70.03013457298135,10.030134572981353,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-70.03013457298135,"272,280"
23000000000.0,23.0,123,1070000000.0,1070.0,30690000000.0,30.69,-70.2552298542715,10.255229854271505,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.2552298542715,66
23000000000.0,23.0,124,1000000000.0,1000.0,30550000000.0,30.55,-70.32536607150567,10.32536607150567,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.32536607150567,"25,33"
23000000000.0,23.0,125,1190000000.0,1190.0,30930000000.0,30.93,-70.35215179831553,10.352151798315532,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.35215179831553,137
23000000000.0,23.0,126,1200000000.0,1200.0,30950000000.0,30.95,-70.36160263896758,10.361602638967582,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.36160263896758,"137,145"
23000000000.0,23.0,127,1270000000.0,1270.0,31090000000.0,31.09,-70.46591069522664,10.46591069522664,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.46591069522664,"176,184"
23000000000.0,23.0,128,990000000.0,990.0,30530000000.0,30.53,-70.48074258173578,10.480742581735782,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.48074258173578,"18,25"
23000000000.0,23.0,129,1280000000.0,1280.0,31110000000.0,31.11,-70.94686697641637,10.946866976416374,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.94686697641637,184
23000000000.0,23.0,130,1290000000.0,1290.0,31130000000.0,31.13,-70.99721724325265,10.99721724325265,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-70.99721724325265,"184,192"
23000000000.0,23.0,131,1300000000.0,1300.0,31150000000.0,31.15,-71.40952269856518,11.409522698565183,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-71.40952269856518,"192,200"
23000000000.0,23.0,132,1400000000.0,1400.0,31300000000.0,31.3,-71.54085211238304,11.540852112383035,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-71.54085211238304,248
23000000000.0,23.0,133,1090000000.0,1090.0,30730000000.0,30.73,-71.77264099948225,11.772640999482249,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-71.77264099948225,"75,84"
23000000000.0,23.0,134,1080000000.0,1080.0,30710000000.0,30.71,-71.92945536810885,11.929455368108847,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-71.92945536810885,"66,75"
23000000000.0,23.0,135,1310000000.0,1310.0,31170000000.0,31.17,-71.9546089544822,11.954608954482197,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-71.9546089544822,200
23000000000.0,23.0,136,1040000000.0,1040.0,30630000000.0,30.63,-71.99250228873822,11.992502288738223,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-71.99250228873822,49
23000000000.0,23.0,137,1010000000.0,1010.0,30570000000.0,30.57,-72.20641384567966,12.206413845679663,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-72.20641384567966,33
23000000000.0,23.0,138,980000000.0,980.0,30510000000.0,30.51,-72.64471073409915,12.64471073409915,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-72.64471073409915,18
23000000000.0,23.0,139,1320000000.0,1320.0,31190000000.0,31.19,-73.26906761362304,13.269067613623037,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-73.26906761362304,"200,208"
23000000000.0,23.0,140,1030000000.0,1030.0,30610000000.0,30.61,-73.54019641335371,13.540196413353712,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-73.54019641335371,"41,49"
23000000000.0,23.0,141,1020000000.0,1020.0,30590000000.0,30.59,-73.61058652297747,13.61058652297747,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-73.61058652297747,"33,41"
23000000000.0,23.0,142,1390000000.0,1390.0,31320000000.0,31.32,-74.51353357360853,14.513533573608527,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-74.51353357360853,"241,248"
23000000000.0,23.0,143,950000000.0,950.0,30450000000.0,30.45,-74.60194734326964,14.601947343269643,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-74.60194734326964,4
23000000000.0,23.0,144,1330000000.0,1330.0,31210000000.0,31.21,-75.96996712867033,15.969967128670334,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-75.96996712867033,"208,216"
23000000000.0,23.0,145,1340000000.0,1340.0,31230000000.0,31.23,-77.29026833112188,17.29026833112188,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-77.29026833112188,216
23000000000.0,23.0,146,1380000000.0,1380.0,31340000000.0,31.34,-77.92127248540781,17.921272485407812,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-77.92127248540781,"233,241"
23000000000.0,23.0,147,1350000000.0,1350.0,31250000000.0,31.25,-78.50471256553573,18.504712565535726,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-78.50471256553573,"216,224"
23000000000.0,23.0,148,970000000.0,970.0,30490000000.0,30.49,-78.62662346262094,18.62662346262094,False,False,False,0,ignore,translated_residual | spur | 1*LO + 2*IF,translated_residual | spur | 1*LO + 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,1*LO + 2*IF,1,2,1,-78.62662346262094,"11,18"
